Question,Answer
Il gruppo di regolazione e controllo dell'impianto frenante regola la velocità del veicolo,F
Il gruppo di regolazione e controllo dell'impianto frenante agisce sul cambio,F
Il distributore duplex è azionato da una leva posta vicino al volante,F
Il circuito frenante nei mezzi pesanti utilizza l'aria accumulata in appositi serbatoi,V
Nell'impianto frenante oleopneumatico il compressore aspira l'aria dall'esterno e la convoglia negli appositi serbatoi,V
Il gruppo di regolazione e controllo impedisce il ritorno dell'aria contenuta nei serbatoi,V
"Il gruppo di regolazione e controllo dell'impianto frenante ha il compito di mantenere la pressione dell'aria nei serbatoi entro 2 valori
limite, minimo e massimo",V
Il gruppo di regolazione e controllo dell'impianto frenante ha il compito di evitare pericolose sovrapressioni nei serbatoi,V
Il depuratore dell'impianto frenante elimina le impurità che si trovano in sospensione nell'aria compressa,V
L'impianto frenante oleo-pneumatico prevede la contemporanea presenza di aria ed acqua,F
L'impianto frenante oleo-pneumatico contiene una pompa ad ingranaggi,F
Nell'impianto frenante oleo-pneumatico l'olio garantisce una corretta lubrificazione degli pneumatici,F
Il compressore dell'impianto frenante oleo-pneumatico è comandato dall'albero della trasmissione,F
L'impianto frenante oleo-pneumatico è dotato di una catena di distribuzione,F
Prima di iniziare la marcia è necessario che aria ed olio dell'impianto frenante oleo-pneumatico abbia raggiunto una sufficiente pressione,F
L'anticongelatore dell'impianto frenante evita la formazione di ghiaccio all'interno del circuito,V
"I serbatoi dell'impianto oleopneumatico sono uno per ogni sezione frenante, più uno per alimentare i servizi",V
La pressione dell'aria all'interno di ciascun serbatoio del circuito frenante è segnalata dall'apposito manometro,V
L'aria delle sospensioni pneumatiche proviene dal serbatoio destinato ai servizi,V
Talune anomalie dell'impianto frenante sono rilevabili attraverso il controllo del manometro,V
Dal controllo del manometro il conducente verifica che la pressione dell'aria sia compresa tra i valori minimo e massimo prescritti,V
Prima di avviare il motore è necessario accertarsi che l'aria dell'impianto frenante abbia raggiunto una sufficiente pressione,F
Il circuito frenante pneumo-idraulico è dotato di serbatoio dell'acqua,F
L'aria del circuito frenante pneumo-idraulico serve per il raffreddamento delle ganasce,F
Il manometro dell'impianto frenante indica la pressione dell'acqua,F
Nell'impianto frenante pneumoidraulico il circuito dell'olio precede quello dell'aria,F
Gli elementi frenanti possono essere del tipo a tamburo o a disco,V
"L'insufficiente pressione dell'aria nei serbatoi o nel circuito frenante impedisce al veicolo munito di freno di stazionamento a molla di
mettersi in movimento",V
L'inserimento del freno di stazionamento è segnalato da un' apposita spia,V
Il distributore a mano comanda il freno di stazionamento,V
Il distributore a mano viene attivato dal conducente per mezzo di un apposito comando manuale,V
Il distributore a mano dell'impianto frenante comanda il bielemento frenante,V
I freni a tamburo hanno una minore superficie di attrito dei freni a disco,F
I freni a tamburo sono dotati di ganasce e pinze,F
"A parità di forza frenante, i freni a tamburo si surriscaldano meno di quelli a disco",F
I freni a disco non sono mai usati sui veicoli pesanti,F
Le alte temperature dei freni ne migliorano le prestazioni,F
I freni a tamburo sono dotati di pinze e tamburi,F
Il modulatore di pressione in funzione del carico regola l'intensità della forza frenante in funzione del carico del veicolo,V
Il modulatore di pressione in funzione del carico evita il bloccaggio delle ruote quando il veicolo è scarico,V
Il modulatore di pressione in funzione del carico interagisce funzionalmente con le sospensioni,V
Il convertitore pneumo-idraulico è un elemento del circuito frenante,V
Il convertitore pneumo-idraulico è basato sul fenomeno della ridotta comprimibilità dei liquidi,V
Gli elementi frenanti dissipano l'energia cinetica del veicolo,V
Gli elementi frenanti producono una azione di attrito,V
I freni a tamburo sono costruttivamente incompatibili con veicoli pesanti,F
I freni a disco sono alternativi al freno motore,F
Il surriscaldamento delle ganasce ne aumenta il coefficiente di attrito,F
Nei freni a disco la ventilazione delle parti a strisciamento è assicurata da un compressore,F
Nei freni la forza frenante è amplificata dall'ABS,F
Nel freno idraulico la forza frenante è trasmessa da un liquido,V
La forza frenante è amplificata dal servofreno,V
Nel freno pneumatico la forza frenante è fornita dalla pressione di aria,V
Il freno pneumatico utilizza l'aria compressa preventivamente accumulata in serbatoi,V
L'impianto frenante oleopneumatico è dotato di un compressore,V
I freni a disco comprendono le pinze che agiscono sulle pasticche,V
Nei freni oleopneumatici il fluido frenante è costituito da una miscela di olio ed aria,F
L'impianto frenante pneumatico è dotato di un convertitore pneumoidraulico,F
Il freno oleopneumatico agisce sull'albero di trasmissione,F
Il freno oleopneumatico è un tipo di freno ausiliario che genera solo il rallentamento del veicolo,F
Il freno oleopneumatico utilizza l'olio di lubrificazione del motore,F
Il freno pneumatico sfrutta l'incomprimibilità dell'aria,F
L'impiego del freno motore e/o del rallentatore limita l'usura degli elementi frenanti,V
L'uso combinato del rallentatore e freno comporta un minor usura delle ganasce,V
L'impiego del freno motore e/o del rallentatore limita il consumo delle guarnizioni d'attrito dell'impianto dei freni,V
L'impiego del freno motore e/o del rallentatore limita il surriscaldamento dei freni,V
Il freno motore è particolarmente efficiente a bassa velocità,V
Per effettuare una frenata brusca è opportuno l'impiego del freno motore,F
L'uso combinato di freno e rallentatore è azionato da un dispositivo automatico,F
L'impiego del freno motore e/o del rallentatore provoca il surriscaldamento dei freni,F
L'uso del freno motore evita un innalzamento della temperatura del motore,F
Nelle lunghe discese è consigliabile non usare il freno motore per evitarne il suo deterioramento,F
Il rallentatore è particolarmente efficiente alle alte velocità,V
L'uso del solo rallentatore non garantisce un rapido arresto del veicolo,V
Il freno di servizio consente un rapido arresto del veicolo mentre i rallentatori e il freno motore ne consentono il solo rallentamento,V
L'intervento dell'ABS non è comandata dal conducente,V
L'uso prolungato del freno motore provoca un innalzamento della temperatura del motore,V
Il freno motore limita la fuoriuscita dei gas di scarico,V
Il freno motore annulla la mandata del gasolio,V
Nelle lunghe discese è opportuno limitare l'uso del freno motore per evitare un eccessivo consumo di carburante,F
Il freno motore è efficace in quanto agisce sull'albero di trasmissione,F
Il freno motore è particolarmente efficiente alle alte velocità,F
Il rallentatore è di tipo eletromagnetico o idraulico,V
L'azione del rallentatore è comandata dal conducente,V
E' opportuno utilizzare il rallentatore percorrendo lunghe discese,V
Il rallentatore è particolarmente efficiente alle basse velocità,F
Il contemporaneo uso del rallentatore e del freno motore provoca il bloccaggio delle ruote,F
Il rallentatore interviene automaticamente quando si supera la velocità di 80 km/h,F
Il rallentatore annulla la mandata del gasolio,F
Il rallentatore è efficace in quanto agisce direttamente sullo scarico del motore,F
Il cambio è un componente della trasmissione,V
L'uso del cambio consente di adeguare la velocità alle variazioni di pendenza della strada,V
L'aumento di forza di trazione è necessario in salita,V
L'aumento di forza di trazione si ottiene inserendo le ridotte,V
E' necessario aumentare la forza di trazione con l'aumentare del carico,V
All'aumentare della pendenza in salita è necessario inserire una marcia più bassa al fine di aumentare lo sforzo di trazione,V
"In salita, a parità di pendenza, all'aumentare del carico è necessario inserire una marcia più bassa per ottenere uno sforzo di trazione
maggiore",V
"In salita, a parità di pendenza, all'aumentare del carico è necessario inserire una marci più alta per ottenere uno sforzo di trazione
maggiore",F
E' necessario inserire la marcia più alta per aumentare lo sforzo di trazione,F
Percorrendo le discese è necessario un maggiore sforzo di trazione,F
Passando dalla terza alla quarta marcia aumenta lo sforzo di trazione,F
Il funzionamento dei motori è descrivibile attraverso le curve caratteristiche di coppia e di potenza,V
L'andamento delle curve di coppia e di potenza è legato al numero di giri del motore,V
Il rendimento ottimale del motore si ha in corrispondenza della coppia massima,V
Il miglior compromesso tra velocità e consumo di carburante si ha in corrispondenza della coppia massima,V
Il consumo di carburante dipende dalla velocità del veicolo ma è indipendente dal numero di giri del motore,F
Il regime di rotazione di coppia massima corrisponde a quello di potenza massima,F
"Su un tratto di strada pianeggiante, a parità di velocità, il consumo di carburante è inferiore se si usa una marcia bassa",F
L'inerzia è la forza che si oppone alla variazione del moto del veicolo,V
L'inerzia del veicolo può essere utilmente sfruttata per raggiungere il punto d'arresto,V
Il corretto utilizzo dell'inerzia del veicolo consente un minor consumo di carburante e freni,V
Marciare a velocità costante consente di risparmiare sul consumo di carburante,V
Un veicolo a pieno carico ha minor inerzia dello stesso veicolo scarico,F
La maggiore inerzia consente di arrestare il veicolo in uno spazio più breve,F
Un veicolo ha maggiore inerzia in salita che in discesa,F
L'utilizzo di una marcia bassa consente di sfruttare meglio l'inerzia del veicolo,F
Prima della partenza va controllato che gli pneumatici non siano sgonfi,V
Prima della partenza vanno controllate le condizioni degli pneumatici,V
La pressione degli pneumatici va controllata periodicamente,V
La pressione degli pneumatici va controllata con pneumatici freddi,V
"Nel periodo estivo è preferibile che gli pneumatici siano gonfiati a pressione leggermente superiore, piuttosto che inferiore, rispetto al
dato indicato dal costruttore",V
"è ammissibile lo spessore del battistrada degli pneumatici inferiore a 1,6 mm, ma soltanto sulle ruote posteriori",F
"è consentito montare sullo stesso asse pneumatici di disegno diverso, purché lo spessore del battistrada sia superiore a 1,6 mm",F
La pressione degli pneumatici deve essere controllata una volta l'anno,F
La corretta pressione di gonfiaggio degli pneumatici è indipendente dal carico del veicolo,F
Prima della partenza è opportuno controllare il corretto funzionamento dell'impianto di illuminazione,V
Prima della partenza il conducente deve controllare il funzionamento dell'apertura delle porte dell'autobus,V
Prima della partenza è opportuno verificare il funzionamento delle luci di corridoio degli autobus,V
Prima della partenza è opportuno verificare che le spie che indicano il malfunzionamento di un organo del veicolo siano spente,V
